manufacturer_name,model_name,target_group,target_type,priority_tier,status,source_hint,notes
Audio Origami,PU7,PU7,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Audio Origami; effective_length_raw=229; effective_length_source=Audio Origami Customer; mounting_distance_raw=210.427; mounting_distance_source=Audio Origami Customer; workbook_notes=Agreed
Avid,Nexus,Nexus,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Avid; effective_length_raw=233.15; effective_length_source=Avid website; mounting_distance_raw=216; mounting_distance_source=Avid website; workbook_notes=Avid is rounding
B&O,"ST/p 12""","ST/p 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=B&O; effective_length_raw=322; effective_length_source=calculated; mounting_distance_raw=310; mounting_distance_source=B&O website
Breuer,"5A, B & C","5A, B & C",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Breuer Dynamic; effective_length_raw=222; effective_length_source=Breuer brochure; mounting_distance_raw=208; mounting_distance_source=Breuer brochure; workbook_notes=Disagree!!!
Breuer,6A,6A,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Breuer Dynamic; effective_length_raw=262; effective_length_source=Breuer brochure; mounting_distance_raw=244.8; mounting_distance_source=Breuer brochure; workbook_notes=Disagree!!!
Breuer,7,7,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Breuer Dynamic; effective_length_raw=248; effective_length_source=MY CALCULATION; mounting_distance_raw=231.36; mounting_distance_source=MY CALCULATION; workbook_notes=My calcs
Brinkmann,10,10,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Brinkmann; effective_length_raw=258; effective_length_source=Brinkmann website; mounting_distance_raw=243; mounting_distance_source=Brinkmann website; workbook_notes=DO NOT AGREE
Brinkmann,12,12,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Brinkmann; effective_length_raw=NEED!; effective_length_source=Brinkmann website; mounting_distance_raw=291; mounting_distance_source=Brinkmann website; workbook_notes=DO NOT AGREE
Brinkmann,12.1,12.1,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Brinkmann; effective_length_raw=305; effective_length_source=Brinkmann website; mounting_distance_raw=292; mounting_distance_source=Brinkmann website; workbook_notes=Do not agree. He is probably trying to get to Loefgren and errs due to rounding error by ~0.2mm
Clearaudio,Clarify,Clarify,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,"Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=239.3; effective_length_source=Clearaudio website; mounting_distance_raw=222; mounting_distance_source=Clearaudio website; workbook_notes=Agreed, but their claimed offset angle of 25.54 is way off from 22.99"
Clearaudio,Concept,Concept,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=239.3; effective_length_source=Musical Surroundings website; mounting_distance_raw=222; mounting_distance_source=Musical Surroundings website
Clearaudio,Magnify,Magnify,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,"Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=239.3; effective_length_source=Clearaudio website; mounting_distance_raw=222; mounting_distance_source=Clearaudio website; workbook_notes=Agreed, but their claimed offset angle of 25.54 is way off from 22.99"
Clearaudio,Satisfy Kardan,Satisfy Kardan,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,"Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=239.3; effective_length_source=Clearaudio website; mounting_distance_raw=222; mounting_distance_source=Clearaudio website; workbook_notes=Agreed, but their claimed offset angle of 25.54 is way off from 22.99"
Clearaudio,Tracer,Tracer,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=unavailable; mounting_distance_raw=unavailable
Clearaudio,"Unify 10""","Unify 10""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=265.5; effective_length_source=Clearaudio website; mounting_distance_raw=249.97; mounting_distance_source=Clearaudio website; workbook_notes=agreed
Clearaudio,"Unify 12""","Unify 12""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=317; effective_length_source=Clearaudio website; mounting_distance_raw=304; mounting_distance_source=Clearaudio website; workbook_notes=agreed
Clearaudio,"Unify 14""","Unify 14""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=NEED!; effective_length_source=Clearaudio website; mounting_distance_raw=327; mounting_distance_source=Clearaudio website; workbook_notes=close enough NEED ARC ON WT
Clearaudio,"Universal 12""","Universal 12""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=308.8; effective_length_source=Clearaudio website; mounting_distance_raw=295; mounting_distance_source=Clearaudio website; workbook_notes=close enough
Clearaudio,"Universal 9""","Universal 9""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,"Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=239.3; effective_length_source=Clearaudio website; mounting_distance_raw=222; mounting_distance_source=Clearaudio website; workbook_notes=Agreed, but their claimed offset angle of 25.54 is way off from 22.99"
Clearaudio,Verify,Verify,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,"Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Clearaudio; effective_length_raw=239.3; effective_length_source=Clearaudio website; mounting_distance_raw=222; mounting_distance_source=Clearaudio website; workbook_notes=Agreed, but their claimed offset angle of 25.54 is way off from 22.99"
DaVinci,Virtu,Virtu,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=DaVinci; effective_length_raw=308.8; effective_length_source=DaVinci Website; mounting_distance_raw=295.6; mounting_distance_source=DaVinci Website; workbook_notes=agreed
Durand,Kairos,Kairos,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Durand; effective_length_raw=263; effective_length_source=Durand website; mounting_distance_raw=247.37; mounting_distance_source=Durand website; workbook_notes=agreed
Durand,Telos,Telos,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Durand; effective_length_raw=305; effective_length_source=Durand website; mounting_distance_raw=291.63; mounting_distance_source=Durand website; workbook_notes=agreed
Dynavector,DV-505,DV-505,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Dynavector; effective_length_raw=240; effective_length_source=Dynavector Website; mounting_distance_raw=226; mounting_distance_source=Dynavector Website; workbook_notes=I will not support JIS standards. P2S should be 223.8mm
Dynavector,DV-507Mkii,DV-507Mkii,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Dynavector; effective_length_raw=240; effective_length_source=Dynavector Website; mounting_distance_raw=226; mounting_distance_source=Dynavector Website; workbook_notes=I will not support JIS standards. P2S should be 223.8mm
Funk Firm,"F5 12""","F5 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Funk Firm; mounting_distance_source=Funk Firm website
Funk Firm,F5 II,F5 II,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Funk Firm; effective_length_raw=239.3; effective_length_source=Funk Firm website; mounting_distance_raw=222; mounting_distance_source=Funk Firm website; workbook_notes=Agreed
Funk Firm,F7,F7,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Funk Firm
Funk Firm,FX1200,FX1200,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Funk Firm
Funk Firm,FX3,FX3,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Funk Firm; effective_length_raw=239.3; effective_length_source=Funk Firm website; mounting_distance_raw=222.9; mounting_distance_source=Funk Firm website; workbook_notes=Do NOT agree
Funk Firm,FX3D,FX3D,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Funk Firm; effective_length_raw=239.3; effective_length_source=Funk Firm website; mounting_distance_raw=222.9; mounting_distance_source=Funk Firm website; workbook_notes=Do NOT agree
Funk Firm,FXR-2,FXR-2,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Funk Firm
Graham,1.5,1.5,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Graham; effective_length_raw=235; effective_length_source=Wally
Graham,2.x,2.x,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Graham; effective_length_raw=235; effective_length_source=Sterophile review; mounting_distance_raw=217.35; mounting_distance_source=calculated
Graham,"Phantom 12""","Phantom 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Graham; effective_length_raw=308.8; mounting_distance_raw=296.x; workbook_notes=Saw diagram from Graham at Jacob Hielbrunn's
Groovemaster,"10""","10""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Groovemaster; effective_length_raw=NEED!; effective_length_source=Groovemaster website; mounting_distance_raw=254; mounting_distance_source=Groovemaster website; workbook_notes=Need arc! Agreed
Groovemaster,"12""","12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Groovemaster; effective_length_raw=317; effective_length_source=Groovemaster website; mounting_distance_raw=304.8; mounting_distance_source=Groovemaster website; workbook_notes=agreed
Groovemaster,"9""","9""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Groovemaster; effective_length_raw=245; effective_length_source=Groovemaster website; mounting_distance_raw=229; mounting_distance_source=Groovemaster website; workbook_notes=Need arc! Agreed - but better to make a 247mm as I've seen a number of arms needing this
Helius,"Omega 10""","Omega 10""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Helius; effective_length_raw=254; effective_length_source=Omega (according to Damon Best); mounting_distance_raw=236; mounting_distance_source=Omega (according to Damon Best); workbook_notes=Non-standard! Assumes innermost groove at 65.5
Ikeda,IT-345 CR-1,IT-345 CR-1,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Ikeda; effective_length_raw=247; effective_length_source=Ikeda website; mounting_distance_raw=230; mounting_distance_source=Woodsong audio website; workbook_notes=Do NOT agree. Uses Japanese geometry. 248mm eff len arc would work too
Ikeda,IT-407 CR-1,IT-407 CR-1,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Ikeda; effective_length_raw=308.8; effective_length_source=Ikeda website; mounting_distance_raw=295; mounting_distance_source=Woodsong audio website; workbook_notes=Do NOT agree. Uses Japanese geometry
Ikeda,IT-407ss,IT-407ss,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Ikeda; effective_length_raw=308.8; effective_length_source=Ikeda website; mounting_distance_raw=295; mounting_distance_source=Woodsong audio website; workbook_notes=Do NOT agree. Uses Japanese geometry
Jakuts,10.5,10.5,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jakuts; effective_length_raw=267; effective_length_source=jakuts website; mounting_distance_raw=251.6; mounting_distance_source=jakuts website
Jakuts,12,12,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jakuts; effective_length_raw=308.8; effective_length_source=jakuts website; mounting_distance_raw=295.6; mounting_distance_source=jakuts website
Jakuts,9.5,9.5,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jakuts; effective_length_raw=240; effective_length_source=jakuts website; mounting_distance_raw=223; mounting_distance_source=jakuts website
Jelco,SA 200,SA 200,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=239.3; effective_length_source=Jelco manual; mounting_distance_raw=222; mounting_distance_source=Jelco manual; workbook_notes=Jelco seems to assume Innermost at 54mm!
Jelco,SA 250,SA 250,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=229; effective_length_source=VinylEngine.com; mounting_distance_raw=214; mounting_distance_source=VinylEngine.com; workbook_notes=Jelco seems to assume Innermost at 52mm!
Jelco,SA 250BV,SA 250BV,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=267; effective_length_source=VinylEngine.com; mounting_distance_raw=251; mounting_distance_source=VinylEngine.com; workbook_notes=Jelco seems to assume Innermost at 59mm!
Jelco,SA 250ST,SA 250ST,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=229; effective_length_source=VinylEngine.com; mounting_distance_raw=210; mounting_distance_source=VinylEngine.com; workbook_notes=This geometry is close enough. I calculate P-S at 209.77mm
Jelco,SA 50,SA 50,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=239.3; effective_length_source=VinylEngine.com; mounting_distance_raw=222; mounting_distance_source=VinylEngine.com; workbook_notes=Jelco seems to assume Innermost at 54mm!
Jelco,SA 50ST,SA 50ST,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=229; effective_length_source=VinylEngine.com; mounting_distance_raw=210; mounting_distance_source=VinylEngine.com; workbook_notes=This geometry is close enough. I calculate P-S at 209.77mm
Jelco,SA 750D,SA 750D,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=229; effective_length_source=Jelco manual; mounting_distance_raw=214; mounting_distance_source=Jelco manual; workbook_notes=Jelco seems to assume Innermost at 52mm!
Jelco,SA 750DB,SA 750DB,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=229; effective_length_source=Jelco manual; mounting_distance_raw=214; mounting_distance_source=Jelco manual; workbook_notes=Jelco seems to assume Innermost at 52mm!
Jelco,SA 750E,SA 750E,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=258; effective_length_source=Jelco manual; mounting_distance_raw=240; mounting_distance_source=Jelco manual; workbook_notes=Jelco seems to assume Innermost at 57mm!
Jelco,SA 750L,SA 750L,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=305; effective_length_source=Jelco manual; mounting_distance_raw=290; mounting_distance_source=Jelco manual; workbook_notes=Jelco seems to assume Innermost at 66mm!
Jelco,TK 850L,TK 850L,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=305; effective_length_source=Multiple online resources; mounting_distance_raw=290; mounting_distance_source=Multiple online resources; workbook_notes=Not far off (0.47mm). Almost agreed.
Jelco,TK 850S,TK 850S,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=232; effective_length_source=Multiple online resources; mounting_distance_raw=214; mounting_distance_source=Multiple online resources; workbook_notes=Not far off (0.12mm). Agreed.
Jelco,TK 950L,TK 950L,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=305; effective_length_source=Multiple online resources; mounting_distance_raw=290; mounting_distance_source=Multiple online resources; workbook_notes=Not far off (0.47mm). Almost agreed.
Jelco,TK 950S,TK 950S,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Jelco; effective_length_raw=232; effective_length_source=Multiple online resources; mounting_distance_raw=214; mounting_distance_source=Multiple online resources; workbook_notes=Not far off (0.12mm). Agreed.
Korf,TA-AF10,TA-AF10,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Korf Audio; effective_length_raw=247; effective_length_source=Korf website; mounting_distance_raw=230; mounting_distance_source=Korf website; workbook_notes=He uses Stevenson
Korf,TA-AF9,TA-AF9,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Korf Audio; effective_length_raw=231; effective_length_source=Korf website; mounting_distance_raw=214; mounting_distance_source=Korf website; workbook_notes=He uses Stevenson
Korf,TA-SF9 & TA-SF9R,TA-SF9 & TA-SF9R,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Korf Audio; effective_length_raw=231; effective_length_source=Korf website; mounting_distance_raw=214; mounting_distance_source=Korf website; workbook_notes=He uses Stevenson
Kronos,Black Beauty,Black Beauty,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kronos; effective_length_raw=308.8; effective_length_source=website; mounting_distance_raw=294.8; mounting_distance_source=website; workbook_notes=Need arc! Agreed
Kronos,Discovery RS,Discovery RS,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kronos; effective_length_raw=305; effective_length_source=website; mounting_distance_raw=292; mounting_distance_source=website; workbook_notes=Do not agree. I think he has rounding errors and trying to use Loefgren
Kronos,Helena,Helena,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kronos; effective_length_raw=267; effective_length_source=website; mounting_distance_raw=251.3; mounting_distance_source=website; workbook_notes=agreed
Kronos,Kronoscope RS,Kronoscope RS,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kronos; effective_length_raw=305; effective_length_source=website; mounting_distance_raw=292; mounting_distance_source=website; workbook_notes=Do not agree. I think he has rounding errors and trying to use Loefgren
Kuzma,4 Point,4 Point,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kuzma; effective_length_raw=280; effective_length_source=Kuzma website; mounting_distance_raw=264; mounting_distance_source=Kuzma website; workbook_notes=I calculate a 265.37mm PS dimension (Baerwald). Assuming 264mm P>S the EffLen is 278.7
Kuzma,4 Point 14,4 Point 14,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kuzma; effective_length_raw=353; effective_length_source=Kuzma website; mounting_distance_raw=341.51; mounting_distance_source=Kuzma website
Kuzma,4 Point 9,4 Point 9,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kuzma; effective_length_raw=229; effective_length_source=Kuzma website; mounting_distance_raw=212; mounting_distance_source=Kuzma website; workbook_notes=I calculate a 210.86mm PS dimension
Kuzma,Stogi & Stogi Ref,Stogi & Stogi Ref,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kuzma; effective_length_raw=229; effective_length_source=Kuzma website; mounting_distance_raw=212; mounting_distance_source=Kuzma website; workbook_notes=I calculate a 210.86mm PS dimension (Baerwald)
Kuzma,Stogi Ref 313 & 313 VTA,Stogi Ref 313 & 313 VTA,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kuzma; effective_length_raw=313; effective_length_source=Kuzma website; mounting_distance_raw=300; mounting_distance_source=Kuzma website
Kuzma,Stogi S12 & S12 VTA,Stogi S12 & S12 VTA,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Kuzma; effective_length_raw=305; effective_length_source=Kuzma website; mounting_distance_raw=291; mounting_distance_source=Kuzma website; workbook_notes=Loefgren PS dimension
Linn,Akito,Akito,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Linn; effective_length_raw=229; effective_length_source=https://docs.linn.co.uk/wiki/images/3/3b/Akito_info.pdf; mounting_distance_raw=211; mounting_distance_source=https://docs.linn.co.uk/wiki/images/3/3b/Akito_info.pdf; workbook_notes=210.86mm PS calculated
Linn,Basik,Basik,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Linn; effective_length_raw=230; effective_length_source=https://docs.linn.co.uk/wiki/images/7/72/Basik_arm_info.PDF; mounting_distance_raw=212; mounting_distance_source=https://docs.linn.co.uk/wiki/images/7/72/Basik_arm_info.PDF
Linn,Ekos,Ekos,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Linn; effective_length_raw=229; effective_length_source=manual on vinylengine; mounting_distance_raw=210.86; mounting_distance_source=calculated
Linn,Ittok LVII,Ittok LVII,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Linn; effective_length_raw=229; effective_length_source=https://docs.linn.co.uk/wiki/images/3/36/Ittok_info.pdf; mounting_distance_raw=210.86; mounting_distance_source=calculated
Michell,T2,T2,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Mitchell; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=Michell website; workbook_notes=Michell says 237mm eff len! DISAGREE! HAVE USER MEASURE P-S
Michell,T3,T3,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Mitchell; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=Michell website; workbook_notes=Michell says 237mm eff len! DISAGREE! HAVE USER MEASURE P-S
Michell,Technoarm 2,Technoarm 2,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Mitchell; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=Michell website; workbook_notes=Michell says 237mm eff len! DISAGREE! HAVE USER MEASURE P-S
Micro Seiki,MA202,MA202,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Micro Seiki; effective_length_raw=239.3; effective_length_source=VinylEngine.com; mounting_distance_raw=222; mounting_distance_source=VinylEngine.com; workbook_notes=WRONG calcs by Micro Seiki
Micro Seiki,MA505,MA505,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Micro Seiki; effective_length_raw=239.3; effective_length_source=VinylEngine.com; mounting_distance_raw=222; mounting_distance_source=VinylEngine.com; workbook_notes=WRONG calcs by Micro Seiki
Moerch,DP-6/DP-8/UP-4,DP-6/DP-8/UP-4,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Mørch; effective_length_raw=230; effective_length_source=Moerch website; mounting_distance_raw=212; mounting_distance_source=Moerch website; workbook_notes=agreed
Moerch,"DP-6/DP-8/UP-4 12""","DP-6/DP-8/UP-4 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Mørch; effective_length_raw=307.4; effective_length_source=Moerch website; mounting_distance_raw=294.1; mounting_distance_source=Moerch website; workbook_notes=agreed
Nottingham Analogue,"Ace Anna 10""","Ace Anna 10""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Nottingham; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=Nottingham website; workbook_notes=Have user check P>S distance. Nottingham figures not agreeing with mine.
