source_id,source_name,source_url,source_type,trust_level,retrieved_at,local_snapshot_path,notes
145,Clearaudio Tracer official product page,https://www.clearaudio.de/produkt-tonarm-tracer/,official_page,official,2026-06-17T02:00:12+00:00,,Official Clearaudio Tracer product page.
146,SME Model 3009 Series II Improved instruction book,https://sme.co.uk/wp-content/uploads/MODEL_3009_SERIES_II_IMPROVED_INSTRUCTION_BOOK.pdf,official_pdf,official,2026-06-17T02:04:17+00:00,,Official SME Model 3009 Series II Improved manual.
147,SME Series II precision pick-up arms instruction book,https://sme.co.uk/wp-content/uploads/SERIES_II_PRECISION_PICK-UP_ARMS_INSTRUCTION_BOOK.pdf,official_pdf,official,2026-06-17T02:04:17+00:00,,"Official SME Series II manual, plus later improved-family manual for detachable-shell S2 reference."
148,SME Series III instruction book,https://sme.co.uk/wp-content/uploads/SERIES_III_PRECISION_PICK-UP_ARM_INSTRUCTION_BOOK.pdf,official_pdf,official,2026-06-17T02:04:17+00:00,,Official SME Series III manual. Design-change page distinguishes original smaller-shell geometry from later modified carrying arm.
149,EMT International 929 & 997 historical product page,http://emt-international.ch/e/929-997.php,official_page,official,2026-06-17T02:04:59+00:00,,Official historical EMT International product page for discontinued EMT studio tonearms.
150,EMT 929 mounting instructions for EMT 930,https://emt-archiv.de/wp-content/uploads/EMT-929-Montage-an-930.pdf,manual_mirror,secondary,2026-06-17T02:04:59+00:00,,Historical EMT 929 mounting instructions mirror with bilingual setup details.
151,Acoustic Signature TA-5000 NEO official page,https://www.acoustic-signature.com/products/tonearms/ta-5000-neo/,official_page,official,2026-06-17T02:07:06+00:00,,Official Acoustic Signature TA-5000 NEO product page.
152,Acoustic Signature TA-7000 NEO official page,https://www.acoustic-signature.com/products/tonearms/ta-7000-neo/,official_page,official,2026-06-17T02:07:06+00:00,,Official Acoustic Signature TA-7000 NEO product page.
153,Acoustical Systems AXIOM official pages,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/,official_page,official,2026-06-17T02:07:06+00:00,,Official Acoustical Systems AXIOM pages.
154,Acoustical Systems AXIOM features page,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/the-axiom-many-unique-features-several-world-s-1st/,official_page,official,2026-06-17T02:07:06+00:00,,Official Acoustical Systems AXIOM pages.
155,EMT HI tonearm user manual,https://emt-tontechnik.ch/uploads/1/4/8/6/148642164/manual-emt-hi-tonearm_v1.4.pdf,official_pdf,official,2026-06-17T02:07:06+00:00,,Official EMT HI tonearm manual and datasheets.
156,EMT HI tonearm datasheet,https://emt-tontechnik.ch/uploads/1/4/8/6/148642164/emt-909-hi.pdf,official_pdf,official,2026-06-17T02:07:06+00:00,,Official EMT HI tonearm manual and datasheets.
157,EMT HI tonearm datasheet,https://emt-tontechnik.ch/uploads/1/4/8/6/148642164/emt-912-hi.pdf,official_pdf,official,2026-06-17T02:07:06+00:00,,Official EMT HI tonearm manual and datasheets.
158,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/,official_page,official,2026-06-17T02:25:27+00:00,,Official Acoustical Systems AQUILAR pages and manual.
159,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf,official_pdf,official,2026-06-17T02:25:27+00:00,,Official Acoustical Systems AQUILAR pages and manual.
160,Thomas Schick 12-inch tonearm official page,http://thomas-schick.com/en/produkte/12-schick-arm,official_page,official,2026-06-17T02:25:27+00:00,,Official Thomas Schick product page and FAQ.
161,Thomas Schick FAQ,https://thomas-schick.com/en/faq,official_page,official,2026-06-17T02:25:27+00:00,,Official Thomas Schick product page and FAQ.
162,Thomas Schick products page,https://thomas-schick.com/en/produkte,official_page,official,2026-06-17T02:25:27+00:00,,Official Thomas Schick FAQ and products pages.
163,Sierra Sound ViV Lab tech info,https://www.sierrasound.net/vivtech,dealer_page,secondary,2026-06-17T03:54:19+00:00,,Strong distributor/dealer technical pages for ViV Laboratory Rigid Float series. Official manufacturer site was not surfaced.
164,DS Exports Rigid Float tonearm series,https://ds-exports.biz/rigid-float-tone-arm/,dealer_page,secondary,2026-06-17T03:54:19+00:00,,Strong distributor/dealer technical pages for ViV Laboratory Rigid Float series. Official manufacturer site was not surfaced.
165,The Wand Series B data sheet,https://cdn.shopify.com/s/files/1/0600/1121/files/Wand_Data_Sheet_Series_B_ROW_v1.pdf?v=1710891405,official_pdf,official,2026-06-17T03:54:19+00:00,,Official Design Build Listen Wand Series B pages and data sheet.
166,The Wand tonearm models page,https://designbuildlisten.com/pages/shop-where-to-buy,official_page,official,2026-06-17T03:54:19+00:00,,Official Design Build Listen Wand Series B pages and data sheet.
167,Ortofon RS/AS tonearm alignment recommendations,https://cdn.shopify.com/s/files/1/0756/9247/4651/files/recommendations_for_rs_and_as_tonearms.pdf?v=1705500339,official_pdf,official,2026-06-17T19:45:38+00:00,,Official Ortofon historical pages and alignment recommendation PDF.
168,Ortofon RS 212 vintage page,https://ortofon.com/pages/rs-212-vintage,official_page,official,2026-06-17T19:45:38+00:00,,Official Ortofon historical pages and alignment recommendation PDF.
169,Ortofon RMG 309 vintage page,https://ortofon.com/pages/rmg-309-vintage,official_page,official,2026-06-17T19:45:38+00:00,,Official Ortofon historical pages and alignment recommendation PDF.
170,Ortofon AS-212S page,https://ortofon.com/pages/as-212s-9,official_page,official,2026-06-17T19:45:38+00:00,,Official Ortofon historical pages and alignment recommendation PDF.
171,Rega product timeline,https://www.rega.co.uk/about/timeline,official_page,official,2026-06-17T19:49:08+00:00,,Official Rega pages and documents.
172,Rega Planar 78 product page,https://www.rega.co.uk/products/planar-78,official_page,official,2026-06-17T19:49:08+00:00,,Official Rega pages and documents.
173,Rega zero-play tonearm note,https://www.rega.co.uk/download/the-importance-of-zero-play.pdf,official_page,official,2026-06-17T19:49:08+00:00,,Official Rega pages and documents.
174,Rega RB330 page,https://www.rega.co.uk/products/rb330,official_page,official,2026-06-17T19:49:08+00:00,,Official Rega pages and documents.
175,Thorens TD 160 Mk II instruction manual,https://www.manualslib.com/manual/4048393/Thorens-Td-160-Mkii.html?page=7#manual,official_manual,official,2026-06-17T21:24:47+00:00,,Original Thorens manual scan hosted by ManualsLib.
176,Thorens TD 160 Mk II instruction manual,https://www.manualslib.com/manual/4048393/Thorens-Td-160-Mkii.html?page=10#manual,official_manual,official,2026-06-17T21:24:47+00:00,,Original Thorens manual scan hosted by ManualsLib.
177,Thorens TD 160 Mk II instruction manual,https://www.manualslib.com/manual/4048393/Thorens-Td-160-Mkii.html?page=12#manual,official_manual,official,2026-06-17T21:24:47+00:00,,Original Thorens manual scan hosted by ManualsLib.
178,Thorens TD 147 owner's manual,https://www.manualslib.de/manual/51450/Thorens-Td-147.html?page=12#manual,official_manual,official,2026-06-17T21:24:47+00:00,,Original Thorens manual scan hosted by ManualsLib.
179,Thorens TD 135 operating manual,https://www.manualslib.de/manual/1236085/Thorens-Td-135.html?page=6#manual,official_manual,official,2026-06-17T21:30:23+00:00,,Original Thorens manual scan hosted by ManualsLib.
180,Thorens TD 135 operating manual,https://www.manualslib.de/manual/1236085/Thorens-Td-135.html?page=10#manual,official_manual,official,2026-06-17T21:30:23+00:00,,Original Thorens manual scan hosted by ManualsLib.
181,Thorens TD 135 operating manual,https://www.manualslib.de/manual/1236085/Thorens-Td-135.html?page=8#manual,official_manual,official,2026-06-17T21:30:23+00:00,,Original Thorens manual scan hosted by ManualsLib.
182,Technics EPA-100 operating instructions,https://steampoweredradio.com/pdf/technics/manuals/Technics%20EPA-100%20Universal%20Tone%20Arm%20Operating%20Instructions.pdf,official_manual,official,2026-06-17T22:27:15+00:00,,Original Technics manual scan hosted by third-party archive.
183,Technics EPA-250 operating instructions,https://www.manualslib.com/manual/4265561/Technics-Epa-250.html?page=6#manual,official_manual,official,2026-06-17T22:27:15+00:00,,Original Technics manual scan hosted by ManualsLib.
184,Technics EPA-500 operating instructions,https://manualmachine.com/technics/epa500/2353407-owners-manual/,official_manual,official,2026-06-17T22:27:15+00:00,,Original Technics manual scan hosted by ManualMachine.
185,Technics SL-1100A operating instructions,https://tile.loc.gov/storage-services/master/mbrs/recording_preservation/manuals/Technics%20by%20Panasonic%20LS-1100A%20Direct%20Drive%20Player%20System.pdf,official_manual,official,2026-06-17T22:28:30+00:00,,Original Technics by Panasonic manual preserved by the Library of Congress.
186,Technics Component Line Up,https://www.hifiengine.com/manual_library/technics/component-line-up.shtml,official_manual,official,2026-06-17T22:29:46+00:00,,Original Technics component lineup/catalog scan hosted by HiFi Engine.
187,Technics Component Line Up,https://www.hifiengine.com/manual_library/technics/component-line-up.shtml,official_manual,official,2026-06-17T22:30:26+00:00,,Original Technics component lineup/catalog scan hosted by HiFi Engine.
188,Technics/Panasonic tonearm index,https://audio-database.com/TechnicsPanasonic/etc/index3.html,secondary_index,secondary,2026-06-17T22:30:26+00:00,,Technics/Panasonic catalog-style index page.
189,Sony PS-X70 Owner's Instruction Manual,https://www.manualslib.com/manual/4267527/Sony-Ps-X70.html?page=12#manual,official_manual,official,2026-06-17T22:44:47+00:00,,Original Sony PS-X70 owner's instruction manual page hosted by ManualsLib.
190,Sony PS-X9 Service Manual,https://www.manualslib.com/manual/4203633/Sony-Ps-X9.html?page=1#manual,official_manual,official,2026-06-17T22:44:47+00:00,,Original Sony PS-X9 service manual specification page hosted by ManualsLib.
191,SONY PUA-1500S/PUA-1500L Specifications,https://audio-heritage.jp/SONY-ESPRIT/etc/pua-1500.html,official_brochure,official,2026-06-17T22:44:47+00:00,,Historical Sony specification transcription with original images reproduced by Audio Heritage.
192,SONY PUA-1600S/PUA-1600L Specifications SONY,https://audio-database.com/SONY-ESPRIT/etc/pua-1600.html,official_brochure,official,2026-06-17T22:44:47+00:00,,Historical Sony specification transcription for PUA-1600 family reproduced by Audio Database.
193,MICRO MA-202の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-202.html,official_brochure,official,2026-06-17T22:52:50+00:00,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.
194,MICRO MA-303の仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-303.html,official_brochure,official,2026-06-17T22:52:50+00:00,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.
195,MICRO MA-505/MA-505Lの仕様 マイクロ,https://audio-heritage.jp/MICRO/etc/ma-505.html,official_brochure,official,2026-06-17T22:52:50+00:00,,Historical Micro Seiki specification transcription with original images reproduced by Audio Heritage.
196,Micro Seiki MA-701,https://stereonomono.blogspot.com/2013/10/micro-seiki-ma-701.html,official_brochure,official,2026-06-17T22:52:50+00:00,,Original Micro Seiki brochure/specification reproduction hosted by stereonomono.
197,SA 750 manual,https://www.belldream.jp/products/images/SA-750_manual.pdf,official_manual,official,2026-06-17T22:59:06+00:00,,JELCO SA-750 factory instruction manual hosted by Bell Dream Sound with JELCO branding and manufacturer contact details.
198,ベルドリームサウンド トーンアーム,https://www.belldream.jp/tonearm.html,official_distributor_page,official,2026-06-17T22:59:06+00:00,,Bell Dream Sound distributor page for JELCO tonearms.
199,Man_SCHRODER CB.cdr,https://audiokit.com.br/das/wp-content/uploads/2025/11/Man_SCHRODER-CB.pdf,official_manual,official,2026-06-17T23:01:27+00:00,,"Instruction manual issued 25/09/2020 by Frank Schroeder, mirrored by Thrax Audio / Audiokit."
200,Anleitungen/manuals,http://www.schroeder-tonarme.de/anleitungen-manuals.html,official_page,official,2026-06-17T23:01:27+00:00,,Official Schroeder manuals index page linking Model 2 and DPS setup documents.
201,Acoustic Solid WTB 213 9 official product page,https://acoustic-solid.com/produkt/wtb-213-9/,official_page,official,2026-06-17T23:11:08+00:00,,"Official Acoustic Solid manufacturer product page. Content extraction was JS/cookie limited during this pass, but live official URL resolves to the named WTB 213 9 product page."
202,Acoustic Solid tonearms category page,https://acoustic-solid.com/produkt-kategorie/tonarme/,official_page,official,2026-06-17T23:11:08+00:00,,"Official Acoustic Solid tonearms category page. Content extraction was JS/cookie limited during this pass, but live official URL surfaced as the manufacturer tonearm catalogue entry point."
203,Acoustic Solid Solid Edition official product page,https://acoustic-solid.com/produkt/solid-edition/,official_page,official,2026-06-17T23:11:08+00:00,,"Official Acoustic Solid manufacturer turntable product page. Content extraction was JS/cookie limited during this pass, but search surfaced this official page as a package reference for WTB 370."
204,Acoustic Solid Solid Machine official product page,https://acoustic-solid.com/produkt/solid-machine/,official_page,official,2026-06-17T23:11:08+00:00,,"Official Acoustic Solid manufacturer turntable product page. Content extraction was JS/cookie limited during this pass, but search surfaced this official page as a package reference for WTB 370."
205,DENON/Columbia DA-302の仕様 デノン/デンオン/コロンビア,https://audio-heritage.jp/DENON/etc/da-302.html,official_brochure,official,2026-06-17T23:13:06+00:00,,Historical Denon specification transcription with original images reproduced by Audio Heritage.
206,DENON DA-304の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-304.html,official_brochure,official,2026-06-17T23:13:06+00:00,,Historical Denon specification transcription with original images reproduced by Audio Heritage.
207,DENON DA-308の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-308.html,official_brochure,official,2026-06-17T23:13:06+00:00,,Historical Denon specification transcription with original images reproduced by Audio Heritage.
208,DENON/Columbia DA-303 デノン/デンオン/コロンビア,https://audio-heritage.jp/DENON/etc/da-303.html,official_brochure,official,2026-06-17T23:13:06+00:00,,Historical Denon specification transcription with original images reproduced by Audio Heritage.
209,DENON DA-305の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-305.html,official_brochure,official,2026-06-17T23:13:06+00:00,,Historical Denon specification transcription with original images reproduced by Audio Heritage.
210,DENON DA-307の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-307.html,official_brochure,official,2026-06-17T23:13:06+00:00,,Historical Denon specification transcription with original images reproduced by Audio Heritage.
211,DENON DA-309 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-309.html,official_brochure,official,2026-06-17T23:13:06+00:00,,Historical Denon specification transcription with original images reproduced by Audio Heritage.
212,DENON DA-401の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-401.html,official_brochure,official,2026-06-17T23:13:06+00:00,,Historical Denon specification transcription with original images reproduced by Audio Heritage.
213,Vinyl Engine Japan Piezo PU-402 library,https://www.vinylengine.com/library/japan-piezo/pu-402.shtml,manual_mirror,official,2026-06-17T23:30:52+00:00,,Vinyl Engine library entry for Japan Piezo PU-402; library page indicates archived original documentation but is currently bot-gated.
214,Vinyl Engine Syntec S-220 library,https://www.vinylengine.com/library/syntec/s-220.shtml,manual_mirror,official,2026-06-17T23:30:52+00:00,,Vinyl Engine library entry for Syntec S-220; library page indicates archived original documentation but is currently bot-gated.
215,Vinyl Engine Azden library,https://www.vinylengine.com/library/azden.shtml,manual_mirror,official,2026-06-17T23:30:52+00:00,,Vinyl Engine Azden library index for legacy Azden products; page is currently bot-gated but used as mirrored index of original documentation.
216,Audio-Technica tonearm brochure scan (AT-1001/1005II/1007/AT-1500 series),file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT_ad.jpg,official_brochure,official,2026-06-17T23:39:11+00:00,tmp_at_imgs/AT_ad.jpg,"Local scan of period Audio-Technica brochure or advertisement page showing AT-1007, AT-1005 II, AT-1001, and AT-1500 series with Audio-Technica branding and model pricing."
217,Audio-Technica AT-1005 II brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1005II.jpg,official_brochure,official,2026-06-17T23:39:11+00:00,tmp_at_imgs/AT1005II.jpg,Local scan of period Audio-Technica AT-1005 II brochure page with photo and specs.
218,Audio-Technica AT-1007 brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1007.jpg,official_brochure,official,2026-06-17T23:39:11+00:00,tmp_at_imgs/AT1007.jpg,Local scan of period Audio-Technica AT-1007 brochure page with photo and specs.
219,Audio-Technica AT-1009 brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1009.jpg,official_brochure,official,2026-06-17T23:39:11+00:00,tmp_at_imgs/AT1009.jpg,Local scan of period Audio-Technica AT-1009 brochure page with photo and specs.
220,Audio-Technica AT-1100 brochure scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_at_imgs/AT1100.jpg,official_brochure,official,2026-06-17T23:39:11+00:00,tmp_at_imgs/AT1100.jpg,Local scan of period Audio-Technica AT-1100 brochure page with photo and specs.
221,Vinyl Engine Audio Technica AT-1010 library,https://www.vinylengine.com/library/audio-technica/at-1010.shtml,manual_mirror,official,2026-06-17T23:39:11+00:00,,Vinyl Engine library entry for Audio-Technica AT-1010; library page indicates archived original documentation but is currently bot-gated.
222,Vinyl Engine Audio Technica AT-1120 library,https://www.vinylengine.com/library/audio-technica/at-1120.shtml,manual_mirror,official,2026-06-17T23:39:11+00:00,,Vinyl Engine library entry for Audio-Technica AT-1120; library page indicates archived original documentation but is currently bot-gated.
223,Audio-Technica corporate history page for AT1503IIIa,https://www.audio-technica.co.jp/corp/history-2000/,official_page,official,2026-06-17T23:39:11+00:00,,Corporate history page on Audio-Technica official site notes limited release of revived broadcast tonearm AT1503IIIa in 2002.
224,Fidelity-Research FR-14/FR-12の仕様 フィデリティリサーチ,https://audio-heritage.jp/FIDELITYRESEARCH/etc/fr-14.html,official_brochure,official,2026-06-17T23:44:33+00:00,,Historical Fidelity Research specification transcription with original images reproduced by Audio Heritage.
225,Fidelity-Research FR-24の仕様 フィデリティリサーチ,https://audio-heritage.jp/FIDELITYRESEARCH/etc/fr-24.html,official_brochure,official,2026-06-17T23:44:33+00:00,,Historical Fidelity Research specification transcription with original images reproduced by Audio Heritage.
226,Fidelity-Research FR-54の仕様 フィデリティリサーチ,https://audio-heritage.jp/FIDELITYRESEARCH/etc/fr-54.html,official_brochure,official,2026-06-17T23:44:33+00:00,,Historical Fidelity Research specification transcription with original images reproduced by Audio Heritage.
227,Fidelity-Research FR-64の仕様 フィデリティリサーチ,https://audio-heritage.jp/FIDELITYRESEARCH/etc/fr-64.html,official_brochure,official,2026-06-17T23:44:33+00:00,,Historical Fidelity Research specification transcription with original images reproduced by Audio Heritage.
228,Fidelity-Research 昇圧トランス/トーンアーム一覧 フィデリティリサーチ,https://audio-heritage.jp/FIDELITYRESEARCH/etc/index2.html,official_brochure,official,2026-06-17T23:44:33+00:00,,Historical Fidelity Research product index transcription with original catalog lineage reproduced by Audio Heritage.
229,Fidelity-Research FR-64Sの仕様 フィデリティリサーチ,https://audio-heritage.jp/FIDELITYRESEARCH/etc/fr-64s.html,official_brochure,official,2026-06-17T23:44:33+00:00,,Historical Fidelity Research specification transcription with original images reproduced by Audio Heritage.
230,Fidelity Research FR-64fx operating-instructions scan,file:///Users/mamsterla/projects/wallyanalyzer/tmp_fr_pages/page_04.png,manual_mirror,official,2026-06-17T23:44:33+00:00,tmp_fr_pages/page_04.png,Local snapshot from mirrored operating instructions showing FR-64fx heading and adjustment diagrams.
231,Fidelity-Research FR-66/FR-66Sの仕様 フィデリティリサーチ,https://audio-heritage.jp/FIDELITYRESEARCH/etc/fr-66s.html,official_brochure,official,2026-06-17T23:44:33+00:00,,Historical Fidelity Research specification transcription with original images reproduced by Audio Heritage.
232,SAEC WE-308の仕様 サエク,https://audio-heritage.jp/SAEC/etc/we-308.html,official_brochure,official,2026-06-18T00:04:26+00:00,,Historical SAEC specification transcription with original images reproduced by Audio Heritage.
233,SAEC WE-308N/WE-308Lの仕様 サエク,https://audio-heritage.jp/SAEC/etc/we-308n.html,official_brochure,official,2026-06-18T00:04:26+00:00,,Historical SAEC specification transcription with original images reproduced by Audio Heritage.
234,SAEC トーンアーム一覧 サエク,https://audio-heritage.jp/SAEC/etc/index.html,official_brochure,official,2026-06-18T00:04:26+00:00,,Historical SAEC tonearm lineup index reproduced by Audio Heritage.
235,SAEC WE-317S Concealed Double Knife-Edge Tonearm Manual,https://www.vinylengine.com/library/saec/we-317s.shtml,manual_mirror,official,2026-06-18T00:04:26+00:00,,Vinyl Engine library entry for SAEC WE-317S; page indicates archived original documentation for the 317 family but is bot-gated.
236,SAEC WE-407/23の仕様 サエク,https://audio-heritage.jp/SAEC/etc/we-407-23.html,official_brochure,official,2026-06-18T00:04:26+00:00,,Historical SAEC specification transcription with original images reproduced by Audio Heritage.
237,SAEC Manuals | Vinyl Engine,https://www.vinylengine.com/library/saec.shtml,manual_mirror,official,2026-06-18T00:04:26+00:00,,Vinyl Engine SAEC library index lists mirrored original documentation for SAEC tonearms including WE-4700 and WE-8000 but is bot-gated.
238,SAEC その他レコードプレイヤーアクセサリー,https://audio-heritage.jp/SAEC/etc/option.html,official_brochure,official,2026-06-18T00:04:26+00:00,,Historical SAEC accessories page reproduced by Audio Heritage.
239,Grace G-704 Uni-Pivot Oil-Damped Glide-Balanced Tonearm Manual,https://www.vinylengine.com/library/grace/g-704.shtml,manual_mirror,official,2026-06-18T00:15:01+00:00,,Vinyl Engine mirrored original manual/library page for Grace G-704; page notes G-714 is similar but wood framed.
240,Grace G-707 Quad Master Stereo Tonearm Manual,https://www.vinylengine.com/library/grace/g-707.shtml,manual_mirror,official,2026-06-18T00:15:01+00:00,,Vinyl Engine mirrored original manual/library page for Grace G-707.
241,Grace G-727 Gyro Master Stereo Tonearm Manual,https://www.vinylengine.com/library/grace/g-727.shtml,manual_mirror,official,2026-06-18T00:15:01+00:00,,Vinyl Engine mirrored original manual/library page for Grace G-727; page states the robust characteristics of the earlier G-707 model were retained.
242,LUXMAN PD310の仕様 ラックスマン,https://audio-heritage.jp/LUXMAN/player/pd310.html,official_brochure,official,2026-06-18T00:15:01+00:00,,Official Luxman historical player page listing optional armboards and compatible tonearms.
243,Grace G-960 Japanese Made Uni-Pivot Oil-Damped Tonearm Manual,https://www.vinylengine.com/library/grace/g-960.shtml,manual_mirror,official,2026-06-18T00:15:01+00:00,,Vinyl Engine mirrored original manual/library page for Grace G-960.
244,MICRO DD-100の仕様 マイクロ精機,https://audio-heritage.jp/MICRO/player/dd-100.html,official_brochure,official,2026-06-18T00:15:01+00:00,,Official Micro Seiki historical player page listing optional armboards and compatible tonearms.
245,MICRO DDL-150の仕様 マイクロ精機,https://audio-heritage.jp/MICRO/player/ddl-150.html,official_brochure,official,2026-06-18T00:15:01+00:00,,Official Micro Seiki historical player page listing optional arm mounts and compatible tonearms.
246,Acos Lustre GST 1 Gimbal Bearing Tonearm Manual,https://www.vinylengine.com/library/acos/lustre-gst-1.shtml,manual_mirror,official,2026-06-18T00:17:41+00:00,,Vinyl Engine mirrored original manual/library page for the Acos Lustre GST 1 tonearm.
247,Acos Lustre GST 801 High Precision Dynamic-Balance Type Tonearm Manual,https://www.vinylengine.com/library/acos/lustre-gst-801.shtml,manual_mirror,official,2026-06-18T00:17:41+00:00,,Vinyl Engine mirrored original manual/library page for the Acos Lustre GST 801 tonearm.
248,LUXMAN PD310の仕様 ラックスマン,https://audio-heritage.jp/LUXMAN/player/pd310.html,official_brochure,official,2026-06-18T00:17:41+00:00,,Official Luxman historical player page listing optional armboards and compatible tonearms.
249,ADC ALT-1 Low-Mass Tonearm Manual,https://www.vinylengine.com/library/adc/alt-1.shtml,manual_mirror,official,2026-06-18T00:29:08+00:00,,Vinyl Engine mirrored original manual/library page for ADC ALT-1.
250,"ADC TONEARMS (Advertisement, Sept. 1978)",https://www.gammaelectronics.xyz/audio_09-1978_adc.html,official_brochure,official,2026-06-18T00:29:08+00:00,,Mirrored period ADC manufacturer advertisement for the LMF carbon fiber tonearms.
251,LUXMAN PD310の仕様 ラックスマン,https://audio-heritage.jp/LUXMAN/player/pd310.html,official_brochure,official,2026-06-18T00:29:08+00:00,,Official Luxman historical player page listing optional armboards and compatible tonearms.
252,Excel Sound Corporation Manuals,https://www.vinylengine.com/library/excel-sound-corporation.shtml,manual_mirror,official,2026-06-18T00:29:08+00:00,,Vinyl Engine manufacturer library page for Excel Sound Corporation listing mirrored original documentation and model lineup.
253,Excel Sound Corporation ES-801 Universal Static-Balance Type Tonearm Manual,https://www.vinylengine.com/library/excel-sound-corporation/es-801.shtml,manual_mirror,official,2026-06-18T00:29:08+00:00,,Vinyl Engine mirrored original manual/library page for Excel Sound Corporation ES-801.
254,AUDIO CRAFT AC-300C/AC-400C,https://audio-heritage.jp/AUDIOCRAFT/etc/ac-400c.html,official_brochure,official,2026-06-18T00:30:21+00:00,,Historical Audio Craft specification page reproduced by Audio Heritage for AC-300C and AC-400C.
255,Audiocraft - Ultracraft AC-3000,https://www.vinylengine.com/library/audiocraft-ultracraft/ac-3000.shtml,manual_mirror,official,2026-06-18T00:30:21+00:00,,Vinyl Engine mirrored original manual/library page for Audiocraft - Ultracraft AC-3000.
256,AUDIO CRAFT AR-110L,https://audio-heritage.jp/AUDIOCRAFT/player/ar-110l.html,official_brochure,official,2026-06-18T00:30:21+00:00,,Historical Audio Craft player page reproduced by Audio Heritage; documents AR-110L3000 bundle with AC-3000Silver tonearm.
257,Audiocraft - Ultracraft AC-4000,https://www.vinylengine.com/library/audiocraft-ultracraft/ac-4000.shtml,manual_mirror,official,2026-06-18T00:30:21+00:00,,Vinyl Engine mirrored original manual/library page for Audiocraft - Ultracraft AC-4000.
258,Micro Seiki MA-505 original operating manual mirror,https://s.siteapi.org/500b43cd79ebb4d.ru/docs/crwe035jmxsgo0kwc04ksscwswsgww,manual_mirror,official,2026-06-18T00:38:24+00:00,,Third-party host for scanned original Micro Seiki MA-505 operating manual pages; accepted as official-manual support because the underlying document is the manufacturer manual.
259,Micro Seiki MA-707 original operating manual mirror,https://s.siteapi.org/500b43cd79ebb4d.ru/docs/l1jmp82rc5cwkgck08g0co4w88ok8g,manual_mirror,official,2026-06-18T00:38:24+00:00,,Third-party host for scanned original Micro Seiki MA-707 operating manual pages; accepted as official-manual support because the underlying document is the manufacturer manual.
260,VICTOR UA-7082/UA-7045の仕様 ビクター,https://audio-heritage.jp/VICTOR/etc/ua-7082.html,official_brochure,official,2026-06-18T00:38:51+00:00,,Historical Victor specification page reproduced by Audio Heritage for UA-7082 and UA-7045.
261,JVC UA-7045 Gimbal Support Tonearm Manual,https://www.vinylengine.com/library/jvc/ua-7045.shtml,manual_mirror,official,2026-06-18T00:38:51+00:00,,Vinyl Engine mirrored original manual/library page for JVC UA-7045.
262,JVC Turntables Product Catalogue,https://www.vinylengine.com/library/jvc/turntables.shtml,manual_mirror,official,2026-06-18T00:38:51+00:00,,Vinyl Engine mirrored JVC turntables product catalogue page.
263,Pioneer PA-100の仕様 パイオニア,https://audio-heritage.jp/PIONEER-EXCLUSIVE/etc/pa-100.html,official_brochure,official,2026-06-18T00:41:13+00:00,,Historical Pioneer specification page reproduced by Audio Heritage for PA-100.
264,Pioneer PA-1000の仕様 パイオニア,https://audio-heritage.jp/PIONEER-EXCLUSIVE/etc/pa-1000.html,official_brochure,official,2026-06-18T00:41:13+00:00,,Historical Pioneer specification page reproduced by Audio Heritage for PA-1000.
265,Pioneer PA-1000 Carbon Fibre Tonearm Manual,https://www.vinylengine.com/library/pioneer/pa-1000.shtml,manual_mirror,official,2026-06-18T00:41:13+00:00,,Vinyl Engine mirrored original manual/library page for Pioneer PA-1000.
266,YAMAHA YSA-1の仕様 ヤマハ,https://audio-heritage.jp/YAMAHA/etc/ysa-1.html,official_brochure,official,2026-06-18T00:41:44+00:00,,Historical Yamaha specification page reproduced by Audio Heritage for YSA-1.
267,YAMAHA GT-2000Xの仕様 ヤマハ,https://audio-heritage.jp/YAMAHA/player/gt-2000x.html,official_brochure,official,2026-06-18T00:41:44+00:00,,Historical Yamaha GT-2000X product page reproduced by Audio Heritage; documents integrated use of YSA-1.
