tonearm_spec_id,manufacturer,model_name,field_name,value_num,value_text,unit,raw_value_text,status,confidence,notes,source_name,source_url
2212,Clearaudio,"Unify 9""",bearing_type,,single-point sapphire bearing,,KONSTRUKTIONSPRINZIP: Einpunkt-Saphir-Lager,parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
2215,Clearaudio,"Unify 9""",cartridge_range_high_g,17.0,,g,"JUSTIERBARE TONABNEHMER: 2,5 g – 17,0 g",parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
2214,Clearaudio,"Unify 9""",cartridge_range_low_g,2.5,,g,"JUSTIERBARE TONABNEHMER: 2,5 g – 17,0 g",parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
439,Clearaudio,"Unify 9""",effective_length_mm,239.3,,mm,239.3,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2217,Clearaudio,"Unify 9""",effective_length_mm,238.93,,mm,"EFFEKTIVE LÄNGE: 238,93 mm",parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
2218,Clearaudio,"Unify 9""",mounting_distance_mm,222.0,,mm,MONTAGE ABSTAND: 222 mm,parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
1523,Clearaudio,"Unify 9""",null_alignment_type,,Other,,57.779 / 135.060 mm,derived,0.65,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 16.373 mm.",Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
443,Clearaudio,"Unify 9""",null_point_inner_mm,66.0,,mm,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
444,Clearaudio,"Unify 9""",null_point_outer_mm,121.0,,mm,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
442,Clearaudio,"Unify 9""",null_points,,66/121,,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
441,Clearaudio,"Unify 9""",offset_angle_deg,23.0,,deg,23,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2219,Clearaudio,"Unify 9""",offset_angle_deg,23.8,,deg,"KRÖPFUNGSWINKEL: 23,80°",parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
2220,Clearaudio,"Unify 9""",output_cable,,1.1 m clearaudio Super Sixstream with RCA,,"SIGNALKABEL: 1,1 m clearaudio Super Sixstream konfektioniert mit Cinch",parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
440,Clearaudio,"Unify 9""",overhang_mm,17.3,,mm,17.3,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2216,Clearaudio,"Unify 9""",overhang_mm,16.93,,mm,"ÜBERHANG: 16,93 mm",parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
2221,Clearaudio,"Unify 9""",total_weight_g,770.0,,g,GEWICHT: ca. 770 g (inkl. Gegengewicht),parsed,0.9,,Clearaudio Unify official product page,https://www.clearaudio.de/produkt-tonarm-unify/
2887,Clearaudio,"Universal 12""",bearing_type,,vertical and horizontal ball bearing assembly,,Its vertical and horizontal ball bearing assembly is precision-machined to ultra-high tolerances.,parsed,0.86,Exact official-distributor bearing detail.,Musical Surroundings Clearaudio Universal 12 page,https://www.musicalsurroundings.com/products/clearaudio-universal-12-tonearm
2886,Clearaudio,"Universal 12""",internal_wiring,,Six Stream cable,,The internal copper wiring is Clearaudio’s best Six Stream cable,parsed,0.86,Exact official-distributor wiring detail.,Musical Surroundings Clearaudio Universal 12 page,https://www.musicalsurroundings.com/products/clearaudio-universal-12-tonearm
2895,Clearaudio,"Universal 12""",null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Musical Surroundings Clearaudio Universal 12 page,https://www.musicalsurroundings.com/products/clearaudio-universal-12-tonearm
2883,Clearaudio,"Universal 12""",product_lineage,,"The Universal 12 is the ultimate version of Clearaudio’s finest pivoted tonearm, developed especially for the Innovation series turntables.",,"The Universal 12 is the ultimate version of Clearaudio’s finest pivoted tonearm, developed especially for the Innovation series turntables.",parsed,0.88,Exact official-distributor model description.,Musical Surroundings Clearaudio Universal 12 page,https://www.musicalsurroundings.com/products/clearaudio-universal-12-tonearm
2885,Clearaudio,"Universal 9""",bearing_type,,vertical and horizontal ball bearing assembly,,Its vertical and horizontal ball bearing assembly is precision-machined to ultra-high tolerances.,parsed,0.86,Exact official-distributor bearing detail.,Musical Surroundings Clearaudio Universal 9 page,https://www.musicalsurroundings.com/products/clearaudio-universal-9-tonearm
2884,Clearaudio,"Universal 9""",internal_wiring,,Six Stream cable,,The internal copper wiring is Clearaudio’s best Six Stream cable,parsed,0.86,Exact official-distributor wiring detail.,Musical Surroundings Clearaudio Universal 9 page,https://www.musicalsurroundings.com/products/clearaudio-universal-9-tonearm
2894,Clearaudio,"Universal 9""",null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Musical Surroundings Clearaudio Universal 9 page,https://www.musicalsurroundings.com/products/clearaudio-universal-9-tonearm
2882,Clearaudio,"Universal 9""",product_lineage,,"The Universal is Clearaudio’s finest pivoted tonearm, developed for the Innovation series and Ovation turntables.",,"The Universal is Clearaudio’s finest pivoted tonearm, developed for the Innovation series and Ovation turntables.",parsed,0.88,Exact official-distributor model description.,Musical Surroundings Clearaudio Universal 9 page,https://www.musicalsurroundings.com/products/clearaudio-universal-9-tonearm
2858,Clearaudio,Verify,cartridge_range_low_g,2.5,,g,Cartridges with a weight from 2.5 to 17 grams are ideal partners for the Verify.,parsed,0.8,Exact model dealer range text.,Analogue Seduction Clearaudio Verify page,https://www.analogueseduction.net/tonearms/clearaudio-verify-tonearm.html
2857,Clearaudio,Verify,internal_wiring,,Clearaudio Direct Wire,,This beauty is wired with Clearaudio's high quality Direct Wire.,parsed,0.82,Exact model dealer description.,Analogue Seduction Clearaudio Verify page,https://www.analogueseduction.net/tonearms/clearaudio-verify-tonearm.html
2861,Clearaudio,Verify,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Clearaudio official homepage,https://www.clearaudio.de/en/
2849,Clearaudio,Verify,product_family,,Clearaudio tonearm line focuses on reduced bearing friction and microvibration control.,,The mechanical guidance of the stylus is a highly sensitive point when it comes to microvibrations. clearaudio minimises these disruptive factors at source by drastically reducing bearing friction. Whether through the use of ultra-precise mechanical sapphire bearings or by completely eliminating physical contact via magnetic force.,parsed,0.62,"Official manufacturer family-level support, not exact-model geometry.",Clearaudio official homepage,https://www.clearaudio.de/en/
2856,Clearaudio,Verify,product_lineage,,"Verify combines adjustable headshell, fine counterweight adjustment, and Clearaudio Direct Wire in an affordable high-end package.",,The aluminium resonance-free headshell can be finely adjusted ... wired with Clearaudio's high quality Direct Wire.,parsed,0.83,Exact model dealer description.,Analogue Seduction Clearaudio Verify page,https://www.analogueseduction.net/tonearms/clearaudio-verify-tonearm.html
445,Decca,International & Professional for transcription 12-16inches and SP record as well?,effective_length_mm,228.6,,mm,228.6 (9inch),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1524,Decca,International & Professional for transcription 12-16inches and SP record as well?,null_alignment_type,,Other,,45.000 / 155.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 40.048 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
449,Decca,International & Professional for transcription 12-16inches and SP record as well?,null_point_inner_mm,45.0,,mm,45/155,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
450,Decca,International & Professional for transcription 12-16inches and SP record as well?,null_point_outer_mm,155.0,,mm,45/155,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
448,Decca,International & Professional for transcription 12-16inches and SP record as well?,null_points,,45/155,,45/155,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
447,Decca,International & Professional for transcription 12-16inches and SP record as well?,offset_angle_deg,26.0,,deg,26,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
446,Decca,International & Professional for transcription 12-16inches and SP record as well?,overhang_mm,15.875,,mm,15.875 (0.625inch),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2662,Decca,International & Professional for transcription 12-16inches and SP record as well?,product_lineage,,"Official historical specifications document the Decca London International arm, providing official family-lineage support for the grouped Decca International and Professional tonearm row.",,Decca London International historical specifications,parsed,0.7,Official family-lineage support for grouped row.,DECCA London International Arm Specifications Decker,https://audio-database.com/DECCA/etc/londoninternationalarm.html
73,Denon,DA-302/304/308/1000,effective_length_mm,282.0,,mm,282,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1462,Denon,DA-302/304/308/1000,null_alignment_type,,Other,,61.000 / 114.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 3.486 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
77,Denon,DA-302/304/308/1000,null_point_inner_mm,61.0,,mm,61/114,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
78,Denon,DA-302/304/308/1000,null_point_outer_mm,114.0,,mm,61/114,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
76,Denon,DA-302/304/308/1000,null_points,,61/114,,61/114,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
75,Denon,DA-302/304/308/1000,offset_angle_deg,18.0,,deg,18,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
74,Denon,DA-302/304/308/1000,overhang_mm,12.5,,mm,12.5,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2537,Denon,DA-302/304/308/1000,product_lineage,,Grouped long-arm family includes DA-302 documented by official Denon historical specifications as a broadcast integrated tonearm model.,,DA-302,parsed,0.7,Official historical Denon page documents one member of the grouped DA-302/304/308/1000 family.,DENON/Columbia DA-302の仕様 デノン/デンオン/コロンビア,https://audio-heritage.jp/DENON/etc/da-302.html
2538,Denon,DA-302/304/308/1000,product_lineage,,Grouped long-arm family includes DA-304 documented by official Denon historical specifications as a long broadcast arm.,,DA-304,parsed,0.7,Official historical Denon page documents another member of the grouped DA-302/304/308/1000 family.,DENON DA-304の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-304.html
2539,Denon,DA-302/304/308/1000,product_lineage,,Grouped long-arm family includes DA-308 documented by official Denon historical specifications at 282 mm effective length with 12.5 mm overhang and 18 degree offset.,,DA-308:282mm / 12.5mm / 18゜,parsed,0.75,Official historical Denon page documents exact geometry for one grouped long-arm family member.,DENON DA-308の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-308.html
67,Denon,DA-303/305/307/309/401,effective_length_mm,244.0,,mm,244,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1461,Denon,DA-303/305/307/309/401,null_alignment_type,,Other,,60.000 / 111.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 6.428 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
71,Denon,DA-303/305/307/309/401,null_point_inner_mm,60.0,,mm,60/111 (56/119),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
72,Denon,DA-303/305/307/309/401,null_point_outer_mm,111.0,,mm,60/111 (56/119),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
70,Denon,DA-303/305/307/309/401,null_points,,60/111 (56/119),,60/111 (56/119),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
69,Denon,DA-303/305/307/309/401,offset_angle_deg,20.5,,deg,20.5 (21),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
68,Denon,DA-303/305/307/309/401,overhang_mm,14.0,,mm,14,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2540,Denon,DA-303/305/307/309/401,product_lineage,,Grouped medium-arm family includes DA-303 documented by official Denon historical specifications as a DL-103 integrated tonearm.,,DA-303,parsed,0.7,Official historical Denon page documents one member of the grouped DA-303/305/307/309/401 family.,DENON/Columbia DA-303 デノン/デンオン/コロンビア,https://audio-heritage.jp/DENON/etc/da-303.html
2541,Denon,DA-303/305/307/309/401,product_lineage,,Grouped medium-arm family includes DA-305 documented by official Denon historical specifications at 244 mm effective length with 14 mm overhang and 20.5-21 degree offset.,,DA-305:244mm / 14mm / 20.5-21゜,parsed,0.75,Official historical Denon page documents exact geometry for a grouped medium-arm family member.,DENON DA-305の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-305.html
2542,Denon,DA-303/305/307/309/401,product_lineage,,Grouped medium-arm family includes DA-307 documented by official Denon historical specifications as a dynamic damping tonearm.,,DA-307,parsed,0.7,Official historical Denon page documents another member of the grouped DA-303/305/307/309/401 family.,DENON DA-307の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-307.html
2543,Denon,DA-303/305/307/309/401,product_lineage,,Grouped medium-arm family includes DA-309 documented by official Denon historical specifications as a dynamic damping universal tonearm.,,DA-309,parsed,0.7,Official historical Denon page documents another member of the grouped DA-303/305/307/309/401 family.,DENON DA-309 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-309.html
2544,Denon,DA-303/305/307/309/401,product_lineage,,Grouped medium-arm family includes DA-401 documented by official Denon historical specifications as a low effective-mass tonearm.,,DA-401,parsed,0.7,Official historical Denon page documents another member of the grouped DA-303/305/307/309/401 family.,DENON DA-401の仕様 デノン/デンオン,https://audio-heritage.jp/DENON/etc/da-401.html
1401,Dr. Feickert,Straight-10,alignment_geometry,,Lofgren A (Baerwald),,Lofgren A (Baerwald),parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1400,Dr. Feickert,Straight-10,arm_mount,,Japanese Industry Standard (JIS) collar / 3-screw pattern,,"Japanese Industry Standard (JIS) collar, round mount secured with three screws",parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1403,Dr. Feickert,Straight-10,arm_mount,,DFA scheme / 5 pin DIN socket,,Mounting: DFA scheme; connection: 5 pin DIN socket,parsed,0.75,Dealer listing uses seller wording; kept as raw mount/connection note.,DFA Straight-10 dealer listing,https://hifi12a.de/DFA-Dr-Feickert-Analogue-STRAIGHT-10-Tonearm
1399,Dr. Feickert,Straight-10,cartridge_range_high_g,15.0,,g,6-15 g,parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1398,Dr. Feickert,Straight-10,cartridge_range_low_g,6.0,,g,6-15 g,parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1393,Dr. Feickert,Straight-10,effective_length_mm,254.0,,mm,254 mm (10 inch),parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1397,Dr. Feickert,Straight-10,effective_mass_g,12.0,,g,12 g (medium mass),parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1394,Dr. Feickert,Straight-10,mounting_distance_mm,237.8,,mm,237.8 mm,parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1402,Dr. Feickert,Straight-10,mounting_distance_mm,237.8,,mm,"237,8 mm center tonearm to center plate bearing",parsed,0.8,Dealer listing corroboration.,DFA Straight-10 dealer listing,https://hifi12a.de/DFA-Dr-Feickert-Analogue-STRAIGHT-10-Tonearm
1675,Dr. Feickert,Straight-10,null_alignment_type,,Baewald,,Lofgren A (Baerwald),derived,0.9,Backfilled from explicit alignment-language evidence in model metadata or source text.,Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1396,Dr. Feickert,Straight-10,offset_angle_deg,21.6,,deg,21.6 degrees,parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
1395,Dr. Feickert,Straight-10,overhang_mm,16.2,,mm,16.2 mm,parsed,0.85,"Review publication, not OEM datasheet.",Dr. Feickert Straight-10 review,https://www.fidelity-magazine.com/dr-feickert-analogue-straight-10/
2663,Dr. Feickert,Straight-10,product_lineage,,"Feickert Analogue officially lists the Straight-10 tonearm in its 2025 product demonstration lineup, confirming manufacturer support for the model.",,Feickert High End 2025 page lists Straight-10,parsed,0.75,Official manufacturer support for exact model.,High End 2025 - Feickert Analogue,https://www.feickert.de/de/high-end-2025.html
1942,Durand,Talea,anti_skating,,progressive anti-skating; can be disabled,,Progressive anti-skating mechanism; can be disabled if desired,parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1941,Durand,Talea,azimuth_adjustment,,adjustable on the fly,,Azimuth: adjustable on the fly,parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1939,Durand,Talea,bearing_system,,unipivot with stainless steel pivot in sapphire jewel,,"Bearing: Unipivot, Swiss-made non-corrosive, non-magnetic stainless steel pivot in a sapphire jewel",parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1935,Durand,Talea,cartridge_mount,,1/2 inch,,Cartridge mount: 1/2”,parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1943,Durand,Talea,cartridge_weight_range_g,,5-15 g,,successfully tested with cartridges from 5 to 15 grams,parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1944,Durand,Talea,compliance_range_um_per_mN,,8-20 µm/mN,,with compliance from 8 to 20 µm/Mn,parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1931,Durand,Talea,effective_length_mm,263.0,,mm,Effective length: 263 mm (10.35”),parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1936,Durand,Talea,mounting_distance_from_spindle_range_mm,,207.8-220.2 mm,,Mounting distance (from spindle): 207.8-220.2 mm (8.3-8.7”),parsed,0.92,Base mounting envelope from official page.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1932,Durand,Talea,mounting_distance_mm,247.37,,mm,Pivot-spindle distance: 247.37 mm (Loefgren A geometry),parsed,0.92,Official page labels this pivot-spindle distance.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1937,Durand,Talea,mounting_hardware,,2 x 10-24 or M4 screws for metal armboards; 4 x #8 wood screws for wood armboards; no large central hole required,,Mounting on the plinth/armboard is done with 2 x 10-24 (or M4) screws ... or 4 x #8 wood screws ... No large central hole needs to be bored,parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1945,Durand,Talea,null_alignment_type,,Baewald,,Pivot-spindle distance: 247.37 mm (Loefgren A geometry),parsed,0.95,Normalized by importer to Baewald in export logic.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1934,Durand,Talea,offset_angle_deg,20.81,,deg,Offset angle: 20.81 degrees,parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1933,Durand,Talea,overhang_mm,15.66,,mm,Overhang: 15.66 mm,parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1930,Durand,Talea,production_status,,no longer in production,,(No longer in production),parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1938,Durand,Talea,total_weight_g,1040.0,,g,Weight of the whole assembly: ca. 2.3 lbs (1.04 kg),parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1940,Durand,Talea,vta_adjustment,,on-the-fly fine adjustment by knob; 0.5 mm per turn; max 23 mm range,,"VTA: on the fly fine adjustment, with knob; each turn ... 0.5 mm ... Maximum range: 23 mm",parsed,0.92,Official page is Talea II and notes it is no longer in production.,Durand Talea II official page,https://www.durand-tonearms.com/the-talea-ii
1956,Durand,Tosca,anti_skating,,anti-skating can be disabled,,Anti-skating mechanism can be disabled if desired,parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1955,Durand,Tosca,azimuth_adjustment,,adjustable at the headshell,,Azimuth: adjustable at the headshell.,parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1953,Durand,Tosca,bearing_system,,"gimbal, hybrid design",,"Bearing: gimbal, hybrid design",parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1950,Durand,Tosca,cartridge_mount,,1/2 inch (12.7 mm),,Cartridge mount: 1/2” (12.7mm),parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1957,Durand,Tosca,counterweights,,96 g; 2 x 64 g,,"VTF with coupled counterweights: 96 gr, 2 x 64 gr",parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1946,Durand,Tosca,effective_length_mm,258.5,,mm,Effective length: 258.5 mm (10.18”),parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1958,Durand,Tosca,mount_connection,,DIN connector inside arm base,,DIN connector inside the arm base.,parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1947,Durand,Tosca,mounting_distance_mm,242.6,,mm,Pivot-spindle distance: 242.6 mm (Loefgren A geometry).,parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1951,Durand,Tosca,mounting_hardware,,2 x 10-24 or M4 screws for metal armboards; 2 x #8 wood screws for wood armboards,,Mounting on the plinth/armboard is done with 2 x 10-24 (or M4) screws ... or 2x #8 wood screws,parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1959,Durand,Tosca,null_alignment_type,,Baewald,,Pivot-spindle distance: 242.6 mm (Loefgren A geometry).,parsed,0.95,Normalized by importer to Baewald in export logic.,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1949,Durand,Tosca,offset_angle_deg,21.2,,deg,Offset angle: 21.2 degrees.,parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1948,Durand,Tosca,overhang_mm,15.92,,mm,Overhang: 15.92 mm,parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1952,Durand,Tosca,total_weight_g,1625.0,,g,Weight of the whole assembly: ca. 3.9 lbs (1.625 kg),parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1954,Durand,Tosca,vta_adjustment,,fine adjustment with screw under bearing assembly; approx 18 mm range,,VTA/SRA: fine adjustment with screw activating a mechanism located under the bearing assembly ... Range: ca. 18 mm.,parsed,0.92,,Durand Tosca official page,https://www.durand-tonearms.com/the-tosca
1812,Dynavector,DV-501/505/507,arm_type,,bi-axis inertia controlled dynamic balance tonearm family,,Bi-Axis inertia controlled Dynamic and Eddy Current Damping / Dynamic Balance type tone arm,parsed,0.78,Official description applies directly to DV 507 MkII and lineage context for grouped DV-501/505/507 family row.,Dynavector DV 507 MkII official page,https://www.dynavector.com/audio/507mk2.php
1813,Dynavector,DV-501/505/507,damping_system,,eddy current damping; dynamic damper,,Electro Magnetic Damping System ... Dynamic Damper installed in sub arm,parsed,0.78,"Official damping description from DV 507 MkII page used as family-lineage support, not exact proof for every grouped variant.",Dynavector DV 507 MkII official page,https://www.dynavector.com/audio/507mk2.php
79,Dynavector,DV-501/505/507,effective_length_mm,241.0,,mm,241,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1463,Dynavector,DV-501/505/507,null_alignment_type,,Stevenson,,60.000 / 117.000 mm,derived,0.85,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 0.531 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
83,Dynavector,DV-501/505/507,null_point_inner_mm,60.0,,mm,60/117,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
84,Dynavector,DV-501/505/507,null_point_outer_mm,117.0,,mm,60/117,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
82,Dynavector,DV-501/505/507,null_points,,60/117,,60/117,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1814,Dynavector,DV-501/505/507,official_family_reference,,DV 505 and DV 501 referenced on official DV 507 MkII lineage page,,The DV 505 and DV 501 tonearms have enjoyed an excellent reputation... The DV 507 MkII tonearm ... includes all of the technology of our tonearm design developed since the DV 505 and 501.,parsed,0.78,This row exists to attach an official manufacturer source to the grouped legacy family entry.,Dynavector DV 507 MkII official page,https://www.dynavector.com/audio/507mk2.php
81,Dynavector,DV-501/505/507,offset_angle_deg,21.5,,deg,21.5,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
80,Dynavector,DV-501/505/507,overhang_mm,15.0,,mm,15,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2344,EMT,909-HI,arm_type,,high-end 9-inch tonearm,,EMT 909-HI: High-end 9-inch tonearm with fixed headshell for 1/2” hi-fi cartridge connection,parsed,0.9,,EMT HI tonearm user manual,https://emt-tontechnik.ch/uploads/1/4/8/6/148642164/manual-emt-hi-tonearm_v1.4.pdf
2355,EMT,909-HI,azimuth_adjustment,,±8°,,Adjust the azimuth (±8°),parsed,0.9,,EMT HI tonearm user manual,https://emt-tontechnik.ch/uploads/1/4/8/6/148642164/manual-emt-hi-tonearm_v1.4.pdf
2351,EMT,909-HI,cartridge_range_high_g,25.0,,g,Cartridge weight: 10…25g,parsed,0.9,,EMT HI tonearm user manual,https://emt-tontechnik.ch/uploads/1/4/8/6/148642164/manual-emt-hi-tonearm_v1.4.pdf
